Description,Price,Location,Beds,Baths,Area,Developer,Tags,Property type,Cashback,Location depth,Emirate,Specific location,District,Verified,SuperAgent,First Sale,New,Net price,Cashback percent,Price per sqft,Price_M
Townhouse - 3 Bedrooms - 2 Bathrooms for sale in Quortaj - North Village - Al Furjan - Dubai,4600000.0,"Quortaj, North Village, Al Furjan, Dubai",3.0,2.0,3050.0,Banke International Properties - Al Furjan ,"Verified, SuperAgent",Townhouse,0.0,4,Dubai,Quortaj,"North Village,  Al Furjan",1,1,0,0,4600000.0,0.0,1508.1967213114754,4.6
Villa - 5 Bedrooms - 7 Bathrooms for sale in Nawayef West - Al Hudayriat Island - Abu Dhabi,14236000.0,"Nawayef West, Al Hudayriat Island, Abu Dhabi",5.0,7.0,5034.0,Al Sultan International Real Estate LLC ,SuperAgent,Villa,0.0,3,Abu Dhabi,Nawayef West,Al Hudayriat Island,0,1,0,0,14236000.0,0.0,2827.969805323798,14.24
Villa - 4 Bedrooms - 5 Bathrooms for sale in Al Reem 1 - Al Reem - Arabian Ranches - Dubai,6400000.0,"Al Reem 1, Al Reem, Arabian Ranches, Dubai",4.0,5.0,2456.0,Allsopp & Allsopp - Arabian Ranches Sales ,"Verified, SuperAgent",Villa,0.0,4,Dubai,Al Reem 1,"Al Reem,  Arabian Ranches",1,1,0,0,6400000.0,0.0,2605.8631921824103,6.4
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Maybach Six - Nad Al Sheba 1 - Nad Al Sheba - Dubai,3356000.0,"Maybach Six, Nad Al Sheba 1, Nad Al Sheba, Dubai",2.0,3.0,972.0,Union Square House Real Estate ,"SuperAgent, First Sale",Apartment,0.0,4,Dubai,Maybach Six,"Nad Al Sheba 1,  Nad Al Sheba",0,1,1,0,3356000.0,0.0,3452.6748971193415,3.36
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Six Senses Residences - Palm Jumeirah - Dubai,14450000.0,"Six Senses Residences, Palm Jumeirah, Dubai",2.0,2.0,2020.0,Luxfolio Real Estate Brokers LLC ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Six Senses Residences,Palm Jumeirah,1,1,0,0,14450000.0,0.0,7153.465346534654,14.45
Villa - 4 Bedrooms - 5 Bathrooms for sale in Amara - Tilal Al Ghaf - Dubai,9250000.0,"Amara, Tilal Al Ghaf, Dubai",4.0,5.0,5095.0,Allsopp & Allsopp - JGE ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Amara,Tilal Al Ghaf,1,1,0,0,9250000.0,0.0,1815.5053974484788,9.25
Land - Studio for sale in Expo City Valley - Expo City - Dubai,11678000.0,"Expo City Valley, Expo City, Dubai",0.0,0.0,7655.0,Mastermind Real Estate ,SuperAgent,Land,25000.0,3,Dubai,Expo City Valley,Expo City,0,1,0,0,11653000.0,0.002140777530399041,1525.5388634879164,11.68
Land - Studio for sale in Expo City Valley - Expo City - Dubai,11525000.0,"Expo City Valley, Expo City, Dubai",0.0,0.0,7555.0,Mastermind Real Estate ,SuperAgent,Land,25000.0,3,Dubai,Expo City Valley,Expo City,0,1,0,0,11500000.0,0.0021691973969631237,1525.4798146922567,11.52
Land - Studio for sale in Expo City Valley - Expo City - Dubai,12020000.0,"Expo City Valley, Expo City, Dubai",0.0,0.0,7752.0,Mastermind Real Estate ,SuperAgent,Land,26000.0,3,Dubai,Expo City Valley,Expo City,0,1,0,0,11994000.0,0.0021630615640599003,1550.5675954592364,12.02
Apartment - 1 Bedroom - 2 Bathrooms for sale in Souks Residential - Al Mamsha - Muwaileh - Sharjah,650000.0,"Souks Residential, Al Mamsha, Muwaileh, Sharjah",1.0,2.0,583.0,TIBA.COM REAL ESTATE ,"SuperAgent, First Sale",Apartment,0.0,4,Sharjah,Souks Residential,"Al Mamsha,  Muwaileh",0,1,1,0,650000.0,0.0,1114.9228130360207,0.65
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in Mudon Al ranim 4 - Mudon - Dubai,3450000.0,"Mudon Al ranim 4, Mudon, Dubai",3.0,4.0,1814.0,Gold Mark Real Estate ,"Verified, SuperAgent",Townhouse,0.0,3,Dubai,Mudon Al ranim 4,Mudon,1,1,0,0,3450000.0,0.0,1901.8743109151048,3.45
Townhouse - 4 Bedrooms - 4 Bathrooms for sale in Mudon Al ranim 4 - Mudon - Dubai,4700000.0,"Mudon Al ranim 4, Mudon, Dubai",4.0,4.0,3096.0,Gold Mark Real Estate ,"Verified, SuperAgent",Townhouse,0.0,3,Dubai,Mudon Al ranim 4,Mudon,1,1,0,0,4700000.0,0.0,1518.0878552971576,4.7
Villa - 4 Bedrooms - 4 Bathrooms for sale in Meadows 5 - Meadows - Dubai,15500000.0,"Meadows 5, Meadows, Dubai",4.0,4.0,4170.0,White & Co Real Estate ,"Verified, SuperAgent",Villa,33000.0,3,Dubai,Meadows 5,Meadows,1,1,0,0,15467000.0,0.0021290322580645163,3717.0263788968823,15.5
Apartment - Studio - 1 Bathroom for sale in Al Ameera Village - Ajman,350000.0,"Al Ameera Village, Ajman",0.0,1.0,595.0,Smart Real Estate LLC ,"SuperAgent, First Sale",Apartment,0.0,2,Ajman,Al Ameera Village,,0,1,1,0,350000.0,0.0,588.2352941176471,0.35
Villa - 7 Bedrooms - 6 Bathrooms for sale in Al Naemiya Tower 1 - Al Naemiya Towers - Al Nuaimiya - Ajman,1200000.0,"Al Naemiya Tower 1, Al Naemiya Towers, Al Nuaimiya, Ajman",7.0,6.0,3600.0,TIBA.COM REAL ESTATE ,SuperAgent,Villa,0.0,4,Ajman,Al Naemiya Tower 1,"Al Naemiya Towers,  Al Nuaimiya",0,1,0,0,1200000.0,0.0,333.3333333333333,1.2
Villa - 5 Bedrooms - 5 Bathrooms for sale in Orange Lake - Jumeirah Golf Estates - Dubai,15750000.0,"Orange Lake, Jumeirah Golf Estates, Dubai",5.0,5.0,7372.0,Allsopp & Allsopp - JGE ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Orange Lake,Jumeirah Golf Estates,1,1,0,0,15750000.0,0.0,2136.462289744981,15.75
Villa - 5 Bedrooms - 6 Bathrooms for sale in Fay Alreeman - Al Shamkha - Abu Dhabi,5000000.0,"Fay Alreeman, Al Shamkha, Abu Dhabi",5.0,6.0,5468.0,ELIVA REAL ESTATE - L.L.C ,SuperAgent,Villa,0.0,3,Abu Dhabi,Fay Alreeman,Al Shamkha,0,1,0,0,5000000.0,0.0,914.4111192392099,5.0
Apartment - 1 Bedroom - 1 Bathroom for sale in Golf Heights - The Views - Dubai,1800000.0,"Golf Heights, The Views, Dubai",1.0,1.0,754.0,Elite Property Brokerage ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Golf Heights,The Views,1,1,0,0,1800000.0,0.0,2387.2679045092837,1.8
Townhouse - 4 Bedrooms - 4 Bathrooms for sale in Mudon Al ranim 4 - Mudon - Dubai,5300000.0,"Mudon Al ranim 4, Mudon, Dubai",4.0,4.0,2685.0,Gold Mark Real Estate ,"Verified, SuperAgent",Townhouse,12000.0,3,Dubai,Mudon Al ranim 4,Mudon,1,1,0,0,5288000.0,0.0022641509433962265,1973.9292364990688,5.3
Villa - 5 Bedrooms - 5 Bathrooms for sale in The Oasis - Mirage - The Oasis by Emaar - Dubai,16650000.0,"The Oasis - Mirage, The Oasis by Emaar, Dubai",5.0,5.0,10333.0,R N S REAL ESTATE BROKERAGE L.L.C ,"Verified, SuperAgent",Villa,0.0,3,Dubai,The Oasis - Mirage,The Oasis by Emaar,1,1,0,0,16650000.0,0.0,1611.3423013645602,16.65
Villa - 4 Bedrooms - 6 Bathrooms for sale in Al Naseem - Al Hudayriat Island - Abu Dhabi,8000000.0,"Al Naseem, Al Hudayriat Island, Abu Dhabi",4.0,6.0,8072.0,Al Mira Real Estate ,SuperAgent,Villa,0.0,3,Abu Dhabi,Al Naseem,Al Hudayriat Island,0,1,0,0,8000000.0,0.0,991.0802775024777,8.0
Villa - 4 Bedrooms - 4 Bathrooms for sale in Al Furjan West - Al Furjan - Dubai,8900000.0,"Al Furjan West, Al Furjan, Dubai",4.0,4.0,6511.0,Banke International Properties - Al Furjan ,"Verified, SuperAgent",Villa,19000.0,3,Dubai,Al Furjan West,Al Furjan,1,1,0,0,8881000.0,0.0021348314606741575,1366.9175241898326,8.9
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Index Tower - DIFC - Dubai,5100000.0,"Index Tower, DIFC, Dubai",2.0,3.0,1819.0,Edifice Brokerage ,"Verified, SuperAgent",Apartment,11000.0,3,Dubai,Index Tower,DIFC,1,1,0,0,5089000.0,0.002156862745098039,2803.7383177570096,5.1
Villa - 4 Bedrooms - 5 Bathrooms for sale in Whispering Pines - Jumeirah Golf Estates - Dubai,14500000.0,"Whispering Pines, Jumeirah Golf Estates, Dubai",4.0,5.0,3842.0,Allsopp & Allsopp - JGE ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Whispering Pines,Jumeirah Golf Estates,1,1,0,0,14500000.0,0.0,3774.076002082249,14.5
Villa - 4 Bedrooms - 4 Bathrooms for sale in Bungalow Area - Green Community - Dubai Investment Park (DIP) - Dubai,8500000.0,"Bungalow Area, Green Community, Dubai Investment Park (DIP), Dubai",4.0,4.0,4347.0,Allsopp & Allsopp - JGE ,"Verified, SuperAgent",Villa,0.0,4,Dubai,Bungalow Area,"Green Community,  Dubai Investment Park (DIP)",1,1,0,0,8500000.0,0.0,1955.3715205889118,8.5
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Hayat Boulevard 1B - Hayat Boulevard 1 - Hayat Boulevard - Town Square - Dubai,1150000.0,"Hayat Boulevard 1B, Hayat Boulevard 1, Hayat Boulevard, Town Square, Dubai",2.0,2.0,878.0,AGCO PROPERTIES ,"Verified, SuperAgent",Apartment,0.0,5,Dubai,Hayat Boulevard 1B,"Hayat Boulevard 1,  Hayat Boulevard,  Town Square",1,1,0,0,1150000.0,0.0,1309.7949886104784,1.15
Villa - 4 Bedrooms - 6 Bathrooms for sale in Golf Community - Al Zorah - Ajman,3450000.0,"Golf Community, Al Zorah, Ajman",4.0,6.0,4000.0,AL MARENA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Golf Community,Al Zorah,0,1,1,0,3450000.0,0.0,862.5,3.45
Land - Studio for sale in Marina - Al Zorah - Ajman,4500000.0,"Marina, Al Zorah, Ajman",0.0,0.0,13000.0,Greens Real Estate ,SuperAgent,Land,0.0,3,Ajman,Marina,Al Zorah,0,1,0,0,4500000.0,0.0,346.15384615384613,4.5
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Apartment Building 9 - Bluewaters Residences - Bluewaters - Dubai,9900000.0,"Apartment Building 9, Bluewaters Residences, Bluewaters, Dubai",2.0,3.0,1610.0,The Network ,"Verified, SuperAgent",Apartment,21000.0,4,Dubai,Apartment Building 9,"Bluewaters Residences,  Bluewaters",1,1,0,0,9879000.0,0.0021212121212121214,6149.068322981367,9.9
Villa - 4 Bedrooms - 5 Bathrooms for sale in Ain Al Maha - Al Jubail Island - Abu Dhabi,8500000.0,"Ain Al Maha, Al Jubail Island, Abu Dhabi",4.0,5.0,10778.0,Royal Lounge Properties ,SuperAgent,Villa,0.0,3,Abu Dhabi,Ain Al Maha,Al Jubail Island,0,1,0,0,8500000.0,0.0,788.6435331230284,8.5
Villa - 5 Bedrooms - 7 Bathrooms for sale in Al Yasmeen 1 - Al Yasmeen - Ajman,3600000.0,"Al Yasmeen 1, Al Yasmeen, Ajman",5.0,7.0,4500.0,AL MARENA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Yasmeen 1,Al Yasmeen,0,1,1,0,3600000.0,0.0,800.0,3.6
Villa - 6 Bedrooms - 7 Bathrooms for sale in Venice - Damac Lagoons - Dubai,16500000.0,"Venice, Damac Lagoons, Dubai",6.0,7.0,10991.0,The Network ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Venice,Damac Lagoons,1,1,0,0,16500000.0,0.0,1501.2282776817397,16.5
Villa - 5 Bedrooms - 7 Bathrooms for sale in Jouri Hills - Jumeirah Golf Estates - Dubai,18500000.0,"Jouri Hills, Jumeirah Golf Estates, Dubai",5.0,7.0,7753.0,Union Square House Real Estate ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Jouri Hills,Jumeirah Golf Estates,1,1,0,0,18500000.0,0.0,2386.1730942860827,18.5
Apartment - 3 Bedrooms - 5 Bathrooms for sale in Apartment Building 6 - Bluewaters Residences - Bluewaters - Dubai,18300000.0,"Apartment Building 6, Bluewaters Residences, Bluewaters, Dubai",3.0,5.0,2104.0,WHITEWILL REAL ESTATE BROKERS L.L.C ,"Verified, SuperAgent",Apartment,39000.0,4,Dubai,Apartment Building 6,"Bluewaters Residences,  Bluewaters",1,1,0,0,18261000.0,0.0021311475409836068,8697.718631178706,18.3
Apartment - Studio - 1 Bathroom for sale in Soho Square - Saadiyat Island - Abu Dhabi,1250000.0,"Soho Square, Saadiyat Island, Abu Dhabi",0.0,1.0,439.0,Al Mira Real Estate ,"Verified, SuperAgent",Apartment,0.0,3,Abu Dhabi,Soho Square,Saadiyat Island,1,1,0,0,1250000.0,0.0,2847.380410022779,1.25
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Akala Hotels and Residences - DIFC - Dubai,6999000.0,"Akala Hotels and Residences, DIFC, Dubai",2.0,2.0,1555.0,HOUSINOVA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Dubai,Akala Hotels and Residences,DIFC,0,1,1,0,6999000.0,0.0,4500.96463022508,7.0
Villa - 5 Bedrooms - 5 Bathrooms for sale in Orange Lake - Jumeirah Golf Estates - Dubai,16995000.0,"Orange Lake, Jumeirah Golf Estates, Dubai",5.0,5.0,7450.0,Allsopp & Allsopp - JGE ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Orange Lake,Jumeirah Golf Estates,1,1,0,0,16995000.0,0.0,2281.2080536912754,17.0
Villa - 3 Bedrooms - 4 Bathrooms for sale in Regional Large - Regional - Jumeirah Park - Dubai,7900000.0,"Regional Large, Regional, Jumeirah Park, Dubai",3.0,4.0,3527.0,Treo Homes ,"Verified, SuperAgent",Villa,0.0,4,Dubai,Regional Large,"Regional,  Jumeirah Park",1,1,0,0,7900000.0,0.0,2239.8639070031186,7.9
Villa - 5 Bedrooms - 7 Bathrooms for sale in Al Zaheya Gardens - Al Zahya - Ajman,2480000.0,"Al Zaheya Gardens, Al Zahya, Ajman",5.0,7.0,4500.0,HONEST REAL ESTATE ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Zaheya Gardens,Al Zahya,0,1,1,0,2480000.0,0.0,551.1111111111111,2.48
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Lamtara 1 - Madinat Jumeirah Living - Umm Suqeim - Dubai,13000000.0,"Lamtara 1, Madinat Jumeirah Living, Umm Suqeim, Dubai",3.0,4.0,1844.0,ENGEL & VÖLKERS Dubai ,"Verified, SuperAgent",Apartment,28000.0,4,Dubai,Lamtara 1,"Madinat Jumeirah Living,  Umm Suqeim",1,1,0,0,12972000.0,0.0021538461538461538,7049.891540130152,13.0
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Building 113 - Contemporary Cluster - Discovery Gardens - Dubai,1250000.0,"Building 113, Contemporary Cluster, Discovery Gardens, Dubai",2.0,3.0,1397.0,ARABIAN ACRES REAL ESTATE L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Building 113,"Contemporary Cluster,  Discovery Gardens",1,1,0,0,1250000.0,0.0,894.7745168217609,1.25
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Building 113 - Contemporary Cluster - Discovery Gardens - Dubai,1300000.0,"Building 113, Contemporary Cluster, Discovery Gardens, Dubai",2.0,3.0,1354.0,ARABIAN ACRES REAL ESTATE L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Building 113,"Contemporary Cluster,  Discovery Gardens",1,1,0,0,1300000.0,0.0,960.1181683899557,1.3
Townhouse - 4 Bedrooms - 5 Bathrooms for sale in Bay Villas - Dubai Islands - Dubai,7100000.0,"Bay Villas, Dubai Islands, Dubai",4.0,5.0,4044.0,Luxe Finder Real Estate ,"Verified, SuperAgent",Townhouse,0.0,3,Dubai,Bay Villas,Dubai Islands,1,1,0,0,7100000.0,0.0,1755.6874381800199,7.1
Apartment - Studio - 1 Bathroom for sale in Henge Residences By NORD - Saadiyat Island - Abu Dhabi,1680000.0,"Henge Residences By NORD, Saadiyat Island, Abu Dhabi",0.0,1.0,552.0,Nationwide Middle East Properties LLC ,SuperAgent,Apartment,0.0,3,Abu Dhabi,Henge Residences By NORD,Saadiyat Island,0,1,0,0,1680000.0,0.0,3043.478260869565,1.68
Villa - 3 Bedrooms - 4 Bathrooms for sale in The Acres (Phase 3) - The Acres - Dubai Land - Dubai,5671200.0,"The Acres (Phase 3), The Acres, Dubai Land, Dubai",3.0,4.0,4294.0,Metropolitan Premium Properties ,"Verified, SuperAgent",Villa,0.0,4,Dubai,The Acres (Phase 3),"The Acres,  Dubai Land",1,1,0,0,5671200.0,0.0,1320.7265952491848,5.67
Townhouse - 4 Bedrooms - 5 Bathrooms for sale in Jebel Ali Village Townhouses - Jebel Ali Village - Jebel Ali - Dubai,6200000.0,"Jebel Ali Village Townhouses, Jebel Ali Village, Jebel Ali, Dubai",4.0,5.0,3081.0,Metropolitan Premium Properties ,"Verified, SuperAgent",Townhouse,0.0,4,Dubai,Jebel Ali Village Townhouses,"Jebel Ali Village,  Jebel Ali",1,1,0,0,6200000.0,0.0,2012.3336579032782,6.2
Apartment - Studio - 1 Bathroom for sale in Al Ghoroub Tower - Al Alia - Ajman,380000.0,"Al Ghoroub Tower, Al Alia, Ajman",0.0,1.0,535.0,Smart Real Estate LLC ,SuperAgent,Apartment,0.0,3,Ajman,Al Ghoroub Tower,Al Alia,0,1,0,0,380000.0,0.0,710.2803738317757,0.38
Villa - 5 Bedrooms - 7 Bathrooms for sale in Al Yasmeen 1 - Al Yasmeen - Ajman,1390000.0,"Al Yasmeen 1, Al Yasmeen, Ajman",5.0,7.0,1800.0,AL MARENA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Yasmeen 1,Al Yasmeen,0,1,1,0,1390000.0,0.0,772.2222222222222,1.39
Apartment - 1 Bedroom - 2 Bathrooms for sale in Jumeirah Living Marina Gate - Marina Gate - Dubai Marina - Dubai,3360000.0,"Jumeirah Living Marina Gate, Marina Gate, Dubai Marina, Dubai",1.0,2.0,977.0,Aeon & Trisl Real Estate Brokers ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Jumeirah Living Marina Gate,"Marina Gate,  Dubai Marina",1,1,0,0,3360000.0,0.0,3439.0992835209827,3.36
Villa - 3 Bedrooms - 5 Bathrooms for sale in Al Helio 2 - Al Helio - Ajman,1440000.0,"Al Helio 2, Al Helio, Ajman",3.0,5.0,3014.0,HONEST REAL ESTATE ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Helio 2,Al Helio,0,1,1,0,1440000.0,0.0,477.7704047777041,1.44
Villa - 6 Bedrooms - 7 Bathrooms for sale in Fay Alreeman - Al Shamkha - Abu Dhabi,5500000.0,"Fay Alreeman, Al Shamkha, Abu Dhabi",6.0,7.0,10979.0,Nationwide Middle East Properties LLC ,SuperAgent,Villa,12000.0,3,Abu Dhabi,Fay Alreeman,Al Shamkha,0,1,0,0,5488000.0,0.002181818181818182,500.95637125421257,5.5
Land - Studio for sale in District 9 - Al Zorah - Ajman,900000.0,"District 9, Al Zorah, Ajman",0.0,0.0,2260.0,Greens Real Estate ,SuperAgent,Land,0.0,3,Ajman,District 9,Al Zorah,0,1,0,0,900000.0,0.0,398.2300884955752,0.9
Apartment - 3 Bedrooms - 5 Bathrooms for sale in Artistry One Residences - Dubai Design District - Dubai,6069000.0,"Artistry One Residences, Dubai Design District, Dubai",3.0,5.0,1988.0,HOUSINOVA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Dubai,Artistry One Residences,Dubai Design District,0,1,1,0,6069000.0,0.0,3052.8169014084506,6.07
Apartment - 1 Bedroom - 1 Bathroom for sale in Artistry One Residences - Dubai Design District - Dubai,2211000.0,"Artistry One Residences, Dubai Design District, Dubai",1.0,1.0,764.0,HOUSINOVA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Dubai,Artistry One Residences,Dubai Design District,0,1,1,0,2211000.0,0.0,2893.979057591623,2.21
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Reem Hills - Najmat Abu Dhabi - Al Reem Island - Abu Dhabi,2300000.0,"Reem Hills, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",2.0,3.0,1581.0,Al Mira Real Estate ,"Verified, SuperAgent",Apartment,0.0,4,Abu Dhabi,Reem Hills,"Najmat Abu Dhabi,  Al Reem Island",1,1,0,0,2300000.0,0.0,1454.775458570525,2.3
Townhouse - 4 Bedrooms - 5 Bathrooms for sale in Bliss 2 - Arabian Ranches 3 - Dubai,4300000.0,"Bliss 2, Arabian Ranches 3, Dubai",4.0,5.0,2907.0,Provident Real Estate ,"Verified, SuperAgent",Townhouse,0.0,3,Dubai,Bliss 2,Arabian Ranches 3,1,1,0,0,4300000.0,0.0,1479.188166494668,4.3
Villa - 5 Bedrooms - 6 Bathrooms for sale in Brookfield 1 - Brookfield - DAMAC Hills - Dubai,16500000.0,"Brookfield 1, Brookfield, DAMAC Hills, Dubai",5.0,6.0,5500.0,The Network ,"Verified, SuperAgent",Villa,35000.0,4,Dubai,Brookfield 1,"Brookfield,  DAMAC Hills",1,1,0,0,16465000.0,0.0021212121212121214,3000.0,16.5
Villa - 4 Bedrooms - 3 Bathrooms for sale in Quortaj - North Village - Al Furjan - Dubai,7350000.0,"Quortaj, North Village, Al Furjan, Dubai",4.0,3.0,6458.0,Banke International Properties - Al Furjan ,"Verified, SuperAgent",Villa,16000.0,4,Dubai,Quortaj,"North Village,  Al Furjan",1,1,0,0,7334000.0,0.0021768707482993197,1138.1232579746052,7.35
Townhouse - 4 Bedrooms - 4 Bathrooms for sale in Ixora - Al Barari - Dubai,10500000.0,"Ixora, Al Barari, Dubai",4.0,4.0,4791.0,Maria Morris Global ,"Verified, SuperAgent",Townhouse,0.0,3,Dubai,Ixora,Al Barari,1,1,0,0,10500000.0,0.0,2191.6092673763305,10.5
Apartment - 1 Bedroom - 1 Bathroom for sale in Parkwood Tower A - Parkwood - Dubai Hills Estate - Dubai,1700000.0,"Parkwood Tower A, Parkwood, Dubai Hills Estate, Dubai",1.0,1.0,762.0,HOUSINOVA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Apartment,0.0,4,Dubai,Parkwood Tower A,"Parkwood,  Dubai Hills Estate",0,1,1,0,1700000.0,0.0,2230.9711286089237,1.7
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Rosehill - Dubai Hills Estate - Dubai,2300000.0,"Rosehill, Dubai Hills Estate, Dubai",2.0,2.0,1191.0,HOUSINOVA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Dubai,Rosehill,Dubai Hills Estate,0,1,1,0,2300000.0,0.0,1931.150293870697,2.3
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Hado by Beyond Tower B - Hado by Beyond - Dubai Islands - Dubai,3911000.0,"Hado by Beyond Tower B, Hado by Beyond, Dubai Islands, Dubai",2.0,3.0,1236.0,HOUSINOVA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Apartment,0.0,4,Dubai,Hado by Beyond Tower B,"Hado by Beyond,  Dubai Islands",0,1,1,0,3911000.0,0.0,3164.239482200647,3.91
Duplex - 3 Bedrooms - 3 Bathrooms for sale in SAAS Hills - Dubai Science Park - Dubai,5550000.0,"SAAS Hills, Dubai Science Park, Dubai",3.0,3.0,3559.0,HOUSINOVA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Duplex,0.0,3,Dubai,SAAS Hills,Dubai Science Park,0,1,1,0,5550000.0,0.0,1559.4268052823827,5.55
Apartment - 1 Bedroom - 2 Bathrooms for sale in SAAS Hills - Dubai Science Park - Dubai,1676484.0,"SAAS Hills, Dubai Science Park, Dubai",1.0,2.0,926.0,HOUSINOVA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Dubai,SAAS Hills,Dubai Science Park,0,1,1,0,1676484.0,0.0,1810.4578833693304,1.68
Apartment - 4 Bedrooms - 5 Bathrooms for sale in SAAS Hills - Dubai Science Park - Dubai,10782092.0,"SAAS Hills, Dubai Science Park, Dubai",4.0,5.0,4391.0,HOUSINOVA REAL ESTATE L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Dubai,SAAS Hills,Dubai Science Park,0,1,1,0,10782092.0,0.0,2455.4980642222727,10.78
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Manarat Living 3 - Saadiyat Cultural District - Saadiyat Island - Abu Dhabi,4064947.0,"Manarat Living 3, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",2.0,3.0,1516.0,Nationwide Middle East Properties LLC ,"Verified, SuperAgent",Apartment,0.0,4,Abu Dhabi,Manarat Living 3,"Saadiyat Cultural District,  Saadiyat Island",1,1,0,0,4064947.0,0.0,2681.36345646438,4.06
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Seagate Building 1 - Seagate - Mina Rashid - Dubai,6000000.0,"Seagate Building 1, Seagate, Mina Rashid, Dubai",3.0,4.0,1651.0,Blue Palace Real Estate ,"Verified, SuperAgent",Apartment,13000.0,4,Dubai,Seagate Building 1,"Seagate,  Mina Rashid",1,1,0,0,5987000.0,0.0021666666666666666,3634.161114476075,6.0
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Apartment Building 5 - Bluewaters Residences - Bluewaters - Dubai,6700000.0,"Apartment Building 5, Bluewaters Residences, Bluewaters, Dubai",2.0,3.0,1351.0,Phoneix Homes Real Estate ,"Verified, SuperAgent",Apartment,15000.0,4,Dubai,Apartment Building 5,"Bluewaters Residences,  Bluewaters",1,1,0,0,6685000.0,0.002238805970149254,4959.289415247965,6.7
Villa - 5 Bedrooms - 7 Bathrooms for sale in Al Zaheya Gardens - Al Zahya - Ajman,1880000.0,"Al Zaheya Gardens, Al Zahya, Ajman",5.0,7.0,3014.0,Al Fares Real Estate L.L.C - Ajman ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Zaheya Gardens,Al Zahya,0,1,1,0,1880000.0,0.0,623.7558062375581,1.88
Villa - 4 Bedrooms - 4 Bathrooms for sale in Ostra Palace - The Oasis by Emaar - Dubai,15500000.0,"Ostra Palace, The Oasis by Emaar, Dubai",4.0,4.0,10227.0,R N S REAL ESTATE BROKERAGE L.L.C ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Ostra Palace,The Oasis by Emaar,1,1,0,0,15500000.0,0.0,1515.5959714481276,15.5
